C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data     19/10/2021  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	Ga	Ge	As	Se	Br	Rb	Sr	Y	Zr	Rh	In	Sn	Sb	Ba	La	Ce	Pr	Nd	Ta	W	Pb	Bi	Fe a*2	Fe a+b	S1	S2	S3	Mo inc	Mo coh	Dt	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000075.spe	726.01	6.19	1	0.010265	-0.008803	0.010128	0.075074	89479	1.65	162	1446	68	38	52	851	12900	1757	14	11338	323	842	2432	267617	740	654	1371	585	31	30	63	0	4398	2802	817	1243	29	135	40	33	333	133	268	250	194	996	2169	506	400	591	0	1716	1138	2266	74034	20395	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000076.spe	728.01	6.20	1	0.010265	-0.008803	0.010128	0.075074	90652	1.58	188	1338	49	49	24	892	13171	1853	0	11468	356	787	2277	269012	749	640	1415	569	172	115	143	90	4485	3082	707	1283	31	102	20	24	514	70	249	271	224	1003	2100	498	372	752	0	1549	960	2008	75514	20698	0.159	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000077.spe	730.01	6.21	1	0.010265	-0.008803	0.010128	0.075074	89349	1.66	216	1466	28	38	38	965	13135	1721	24	11040	432	706	2294	266078	662	628	1263	545	25	6	7	63	4496	2881	830	1255	12	76	22	22	379	123	307	245	130	844	2082	551	459	671	0	1551	1119	2577	74423	20178	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000078.spe	732.01	6.22	1	0.010265	-0.008803	0.010128	0.075074	89311	1.64	234	1459	38	49	4	968	13075	1726	0	10989	435	802	2270	268940	745	665	1429	549	37	47	90	95	4147	2742	693	1425	24	93	31	25	464	61	182	197	275	946	2091	434	413	670	221	1674	1096	2486	74370	19941	0.157	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000079.spe	734.01	6.23	1	0.010265	-0.008803	0.010128	0.075074	88111	1.68	184	1410	41	43	9	908	13433	1745	0	10770	467	773	2423	266656	652	507	1302	462	0	76	134	79	4055	2814	807	1131	7	107	22	4	373	86	260	145	242	924	2139	476	422	784	482	1687	1089	2507	73195	19979	0.155	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000080.spe	736.01	6.24	1	0.010265	-0.008803	0.010128	0.075074	87284	1.59	207	1409	31	38	46	918	13333	1757	0	10396	403	795	2296	261386	719	537	1231	385	18	189	62	74	4324	2789	657	1245	10	137	0	0	347	65	249	282	219	1031	2106	279	205	912	0	1713	1039	2199	72169	20033	0.155	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000081.spe	738.01	6.24	1	0.010265	-0.008803	0.010128	0.075074	86307	1.66	206	1363	0	54	25	897	13673	1644	35	10315	371	797	2281	257235	660	591	1314	471	27	187	268	91	4549	2788	595	1462	10	22	135	11	471	11	243	248	202	955	1998	296	275	694	0	1471	986	2328	71508	19871	0.155	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000082.spe	740.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	86692	1.65	238	1382	17	52	0	945	13459	1727	0	10544	412	710	2596	259721	722	554	1245	587	0	218	43	56	4469	2769	629	1148	24	111	0	0	468	15	177	235	203	991	2102	56	321	958	0	1682	922	2348	72367	19973	0.156	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000083.spe	742.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	85730	1.63	152	1316	27	26	0	999	12922	1624	0	10748	353	777	2306	250043	731	642	1394	578	0	122	0	74	4340	2564	629	1195	0	40	47	39	436	6	224	255	216	785	2026	277	320	739	0	1520	1018	2372	73123	19914	0.156	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000084.spe	744.01	6.26	1	0.010265	-0.008803	0.010128	0.075074	88668	1.66	220	1401	41	42	0	892	12928	1754	0	11239	360	724	2688	265586	657	731	1247	615	16	155	0	33	4197	2766	766	1197	30	0	125	10	359	81	266	258	178	911	2123	357	159	709	126	1514	1101	2542	74436	20050	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000085.spe	746.01	6.26	1	0.010265	-0.008803	0.010128	0.075074	90681	1.58	207	1369	63	53	38	971	12714	1839	0	11232	458	727	2725	279637	712	628	1314	466	100	228	46	0	4485	3044	697	1271	6	144	0	33	343	47	335	251	180	990	2036	204	375	704	0	1854	1277	2286	74108	20004	0.157	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000086.spe	748.01	6.27	1	0.010265	-0.008803	0.010128	0.075074	91821	1.65	210	1455	57	90	77	982	12689	1958	0	11782	409	835	2625	282965	784	677	1345	521	22	135	188	18	4436	3092	658	1279	20	146	0	56	383	36	264	203	226	979	1959	304	446	741	0	1701	1157	2573	75532	20409	0.159	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000087.spe	750.01	6.27	1	0.010265	-0.008803	0.010128	0.075074	89365	1.66	227	1405	15	40	23	928	12986	1801	6	11612	475	783	2699	265052	643	553	1183	509	66	130	54	127	4448	2804	803	1353	28	12	90	32	454	43	191	237	222	1084	2044	346	317	760	0	1649	1020	1986	75203	20411	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000088.spe	752.01	6.28	1	0.010265	-0.008803	0.010128	0.075074	89812	1.66	233	1392	65	40	45	953	12539	1963	20	11393	416	839	2663	271202	704	564	1310	557	32	123	57	99	4387	2816	658	1388	18	70	63	27	464	83	286	211	194	981	1988	411	481	1067	99	1682	1066	2407	74573	20357	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000089.spe	754.01	6.28	1	0.010265	-0.008803	0.010128	0.075074	91124	1.65	215	1343	45	51	26	913	12984	2172	0	11442	425	821	2755	279250	678	565	1421	574	60	0	0	0	4374	2893	682	1145	16	74	0	20	346	80	295	215	194	1011	2219	435	329	953	0	1674	1127	2199	74572	20314	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000090.spe	756.01	6.28	1	0.010265	-0.008803	0.010128	0.075074	90736	1.66	161	1450	71	65	56	1019	12965	2081	7	11828	293	734	2889	274543	728	568	1384	494	0	75	131	29	4311	2631	778	1329	17	145	0	51	468	29	320	283	237	1059	2049	401	366	967	0	1610	1116	2530	74669	20786	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000091.spe	758.01	6.28	1	0.010265	-0.008803	0.010128	0.075074	91542	1.63	209	1392	48	90	33	989	12905	1883	0	11507	352	721	2702	285190	735	528	1377	490	0	46	54	11	4339	2558	619	1461	11	98	63	37	549	123	260	215	255	941	1889	325	200	984	47	1782	1176	2165	72622	20266	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000092.spe	760.01	6.27	1	0.010265	-0.008803	0.010128	0.075074	92829	1.73	173	1368	11	88	20	976	13168	2203	19	11820	346	872	3015	285359	737	600	1324	554	18	16	64	117	4391	2689	688	1409	16	41	68	16	440	112	269	229	199	914	2086	373	253	897	0	1794	1050	2644	74491	20594	0.159	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000093.spe	762.01	6.27	1	0.010265	-0.008803	0.010128	0.075074	93176	1.75	178	1342	39	63	64	961	12802	2158	7	11661	443	788	2943	284582	721	661	1392	482	65	179	48	65	4582	2909	753	1180	15	201	0	42	463	126	274	248	294	1070	2089	293	366	1007	0	1731	1198	2584	76035	20647	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000094.spe	764.01	6.27	1	0.010265	-0.008803	0.010128	0.075074	90103	1.67	206	1382	50	88	43	1009	12837	2014	21	11761	304	766	3070	258961	705	595	1442	486	7	188	58	0	4578	2967	745	1204	31	154	36	22	472	71	266	294	234	1107	2073	265	367	729	0	1577	1064	2406	77692	20654	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000095.spe	766.01	6.26	1	0.010265	-0.008803	0.010128	0.075074	91757	1.66	233	1341	52	42	66	941	13156	2175	43	11494	313	881	3303	266286	753	652	1397	503	6	115	114	127	4567	2922	727	1392	16	14	73	19	474	94	252	198	204	1120	2168	403	342	937	0	1740	1040	2373	78282	20887	0.161	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000096.spe	768.01	6.26	1	0.010265	-0.008803	0.010128	0.075074	94688	1.78	215	1307	76	27	17	926	13025	2184	10	11817	432	865	3120	290731	712	631	1475	537	138	236	184	44	4445	2939	825	1378	8	27	118	0	529	0	131	304	270	1008	2081	339	268	1297	0	1913	1204	2478	77994	20540	0.161	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000097.spe	770.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	96311	1.69	178	1349	88	90	66	883	12426	2107	0	11877	193	745	3265	306785	717	640	1298	495	83	419	97	0	4137	2813	704	1225	5	121	0	5	361	17	372	325	178	953	2059	207	153	916	0	1762	1179	3086	75689	20447	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000098.spe	772.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	94061	1.73	146	1303	64	43	0	916	12618	2025	4	11424	356	857	3300	289483	672	631	1262	531	16	278	118	0	4573	2923	692	1295	0	8	37	0	352	66	264	215	178	984	2105	307	332	640	0	1900	1208	2221	78115	20835	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000099.spe	774.01	6.26	1	0.010265	-0.008803	0.010128	0.075074	92195	1.69	157	1265	83	42	20	953	13082	2059	0	11444	364	841	3206	274424	687	544	1283	500	12	207	141	92	4427	2732	817	1367	30	99	66	32	482	73	244	278	212	985	2174	264	391	1063	0	1905	1146	1723	77242	20579	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000100.spe	776.01	6.26	1	0.010265	-0.008803	0.010128	0.075074	92295	1.59	155	1374	108	67	41	932	13217	2085	18	11507	374	846	3222	268622	756	755	1430	605	5	135	0	171	4449	3140	856	1263	24	115	36	40	502	58	209	211	265	980	2280	430	333	874	33	1721	1011	2308	78683	20832	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000101.spe	778.01	6.27	1	0.010265	-0.008803	0.010128	0.075074	92380	1.67	166	1123	83	55	40	950	12650	2165	28	10136	361	814	3247	271281	749	711	1494	544	0	291	0	0	4324	2663	839	1245	16	53	50	21	343	62	242	256	244	1072	2098	265	332	933	0	1586	1057	2200	78709	20384	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000102.spe	780.01	6.26	1	0.010265	-0.008803	0.010128	0.075074	94781	1.64	195	1191	103	82	15	882	12377	2170	31	9828	460	750	3203	287797	689	612	1273	554	14	634	68	65	4431	2540	523	1311	25	81	0	38	247	36	296	257	180	899	2008	376	296	827	0	1797	1092	2339	78817	20720	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000103.spe	782.01	6.26	1	0.010265	-0.008803	0.010128	0.075074	95348	1.79	175	1356	103	64	15	939	12726	2020	30	11562	276	834	3442	294107	768	603	1204	547	42	548	9	55	4091	2947	953	1314	0	95	0	29	252	33	324	290	207	999	2078	341	324	1140	57	1737	1135	2471	77637	20562	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000104.spe	784.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	95224	1.65	218	1380	94	61	28	945	12690	2023	0	11542	464	766	5344	296768	660	591	1256	408	137	96	163	39	4210	2977	827	1105	13	108	41	27	459	100	201	251	213	920	1979	469	324	976	0	1875	1203	2412	76744	20462	0.161	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000105.spe	786.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	94532	1.69	184	1332	107	55	13	901	12460	2075	0	11434	355	829	3829	286874	704	577	1269	519	83	25	67	0	4511	2851	687	1106	45	100	0	12	301	142	332	198	241	1084	2085	424	383	1003	0	1760	1119	2329	79561	20557	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000106.spe	788.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	91948	1.63	166	1320	53	57	26	871	12602	2172	0	11364	444	799	3409	263125	759	749	1382	604	97	62	119	10	4274	3040	912	1565	21	225	0	29	346	66	265	227	232	953	2181	530	405	803	68	1624	1007	2278	80424	20681	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000107.spe	790.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	91931	1.73	174	1328	92	103	46	1019	12661	2203	65	11131	294	835	3422	263130	747	789	1285	621	8	106	136	0	4388	2851	667	1312	0	59	28	68	383	79	344	243	200	928	2154	415	423	573	0	1876	1000	2110	80642	21378	0.163	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000108.spe	792.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	90570	1.64	214	1287	66	65	25	973	12320	2085	0	11117	311	818	3309	257012	635	549	1390	534	0	133	26	66	4259	2848	766	1509	0	135	0	13	376	13	242	270	184	1019	2025	353	332	780	0	1623	1045	2214	79254	20760	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000109.spe	794.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	90021	1.65	186	1349	69	93	73	968	12724	2383	0	11156	379	737	3585	250759	681	558	1200	368	0	36	87	0	4539	2597	727	1349	23	68	69	31	279	97	321	215	212	1006	2054	343	402	571	0	1538	970	2461	79447	20578	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000110.spe	796.01	6.24	1	0.010265	-0.008803	0.010128	0.075074	88612	1.60	191	1331	26	56	32	992	12391	2266	0	10756	293	800	3201	248220	688	801	1348	632	0	121	27	25	4157	2917	799	1173	0	75	34	30	351	59	267	275	206	1127	2173	440	310	699	0	1557	1021	2122	78964	20647	0.161	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000111.spe	798.01	6.24	1	0.010265	-0.008803	0.010128	0.075074	90533	1.68	242	1448	44	55	27	928	12656	2386	0	11041	322	813	3704	257212	761	897	1281	518	99	182	33	77	4170	2634	788	1344	9	0	87	15	378	57	254	265	167	1046	2002	360	519	817	52	1739	952	1993	78319	20931	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000112.spe	800.01	6.24	1	0.010265	-0.008803	0.010128	0.075074	89824	1.54	250	1518	34	81	56	948	12835	2244	45	11342	445	748	3496	250831	735	740	1384	644	38	88	35	106	4430	2764	792	1432	31	83	63	22	430	31	262	272	233	1080	2179	474	401	912	0	1754	1068	2184	79181	21094	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000113.spe	802.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	90453	1.68	215	1403	10	40	34	940	12611	2268	0	11272	579	817	3635	254820	700	606	1350	558	0	239	81	59	4588	2944	756	1473	29	48	91	22	387	124	266	130	236	1030	2066	237	276	772	0	1694	1004	2205	79483	20990	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000114.spe	804.01	6.23	1	0.010265	-0.008803	0.010128	0.075074	90862	1.71	235	1465	17	15	0	929	12886	2246	19	11851	309	759	3626	254002	720	763	1334	547	0	0	9	26	4385	2904	868	1355	0	126	0	33	369	11	279	301	270	1060	2169	461	343	680	0	1406	1020	2416	79676	20656	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000115.spe	806.01	6.23	1	0.010265	-0.008803	0.010128	0.075074	90754	1.68	214	1518	43	85	59	954	12804	2267	24	11723	285	768	3412	257114	743	723	1286	566	68	225	0	56	4631	2975	831	1312	51	107	36	74	442	77	336	264	192	1074	2036	400	250	867	0	1639	1054	2380	79097	20977	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000116.spe	808.01	6.23	1	0.010265	-0.008803	0.010128	0.075074	92886	1.74	203	1611	61	81	34	915	12608	2106	12	12165	414	809	3959	271759	733	679	1315	631	0	147	0	58	4380	2762	620	1469	16	108	17	44	493	72	247	290	242	1054	2156	499	329	814	98	1687	1128	2210	77943	20936	0.163	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000117.spe	810.01	6.24	1	0.010265	-0.008803	0.010128	0.075074	91483	1.66	235	1588	21	27	42	958	12914	2227	20	11845	418	796	3424	260572	718	675	1379	577	0	67	67	188	4491	2934	1008	1308	8	104	17	49	450	38	247	314	197	1013	2162	429	421	721	0	1729	1046	1820	79099	21064	0.163	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000118.spe	812.01	6.23	1	0.010265	-0.008803	0.010128	0.075074	91132	1.64	244	1585	51	79	46	912	12942	2070	0	12479	405	865	3186	250748	668	639	1267	608	22	33	0	45	4337	2929	856	1491	12	45	100	25	384	83	287	224	203	1114	2189	369	312	704	0	1525	1047	2296	80665	21145	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000119.spe	814.01	6.22	1	0.010265	-0.008803	0.010128	0.075074	87342	1.58	224	1595	7	81	31	828	12853	2060	0	11685	407	743	2843	254154	673	541	1344	470	0	131	133	56	4368	2680	674	1433	0	45	80	5	384	22	282	219	155	996	2148	513	257	724	0	1298	1019	2492	74131	19893	0.157	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000120.spe	816.01	6.23	1	0.010265	-0.008803	0.010128	0.075074	90060	1.63	291	1496	25	25	43	936	12754	1917	32	12082	351	792	2608	259430	767	653	1384	472	0	13	6	0	4119	2898	796	1495	30	31	44	21	434	56	287	234	189	1148	2042	454	244	704	0	1717	1097	2124	77214	20453	0.161	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000121.spe	818.01	6.23	1	0.010265	-0.008803	0.010128	0.075074	88621	1.64	215	1477	0	40	0	915	12171	1786	0	11557	261	796	2657	259156	734	567	1243	511	141	163	194	90	4291	2797	741	1270	47	162	0	35	482	21	154	267	270	1073	2109	439	401	922	0	1579	1157	2195	76031	20054	0.159	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000122.spe	820.01	6.24	1	0.010265	-0.008803	0.010128	0.075074	93080	1.63	208	1524	62	42	31	957	12992	1897	49	12031	307	773	2703	275694	683	548	1123	479	0	159	0	36	4215	2980	891	1381	43	30	62	52	437	40	204	298	255	1096	2191	409	232	759	0	1693	1087	2798	78478	21210	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000123.spe	822.01	6.24	1	0.010265	-0.008803	0.010128	0.075074	92432	1.69	200	1509	72	73	50	851	12732	1964	0	11401	358	659	2662	269929	670	606	1296	554	24	6	52	0	4373	2713	708	1344	20	63	73	58	424	102	280	278	212	1034	2068	486	407	795	0	1704	1118	2112	78854	21022	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000124.spe	824.01	6.24	1	0.010265	-0.008803	0.010128	0.075074	90369	1.61	235	1532	37	59	32	953	12829	2125	6	11033	256	784	2569	255086	692	750	1193	494	0	136	118	142	4357	2742	872	1584	10	169	0	58	470	8	236	260	226	1098	2198	290	199	797	44	1666	963	2210	79010	21086	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000125.spe	826.01	6.24	1	0.010265	-0.008803	0.010128	0.075074	89312	1.59	231	1491	42	58	0	925	12576	2127	24	10519	420	852	2693	247127	755	800	1454	631	0	166	0	104	4351	2760	860	1164	29	0	96	24	256	96	351	157	127	976	2187	466	339	933	155	1527	1074	2229	80118	21097	0.163	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000126.spe	828.01	6.24	1	0.010265	-0.008803	0.010128	0.075074	89560	1.60	183	1418	72	68	28	895	12713	2290	0	10550	372	836	2746	240491	689	853	1353	528	0	57	12	67	4347	2854	813	1318	22	153	25	24	409	60	228	225	193	1103	2209	535	422	650	40	1583	954	2035	81299	21333	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000127.spe	830.01	6.24	1	0.010265	-0.008803	0.010128	0.075074	88566	1.57	228	1427	46	74	33	945	13337	2234	0	10535	257	781	2672	236112	750	767	1298	529	75	96	0	0	4557	2707	851	1276	8	53	51	19	440	80	239	256	189	1008	2127	449	135	815	0	1465	973	2163	80087	20918	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000128.spe	832.01	6.24	1	0.010265	-0.008803	0.010128	0.075074	87974	1.57	229	1369	60	98	56	953	12899	2224	25	10794	414	884	2600	237942	755	751	1433	530	46	112	102	187	4266	2986	907	1341	18	56	53	46	497	40	233	264	192	1144	2162	507	578	641	207	1395	956	2174	80027	20894	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000129.spe	834.01	6.24	1	0.010265	-0.008803	0.010128	0.075074	87142	1.64	154	1425	49	58	36	945	13158	2245	0	10531	459	868	2731	240950	725	787	1259	630	135	136	51	66	4462	2809	845	1092	9	0	138	0	388	67	292	259	180	1046	2159	441	286	560	0	1479	1039	2531	76241	20339	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000130.spe	836.01	6.24	1	0.010265	-0.008803	0.010128	0.075074	86702	1.60	223	1526	51	73	11	898	13505	2244	0	9855	462	784	2626	240203	736	882	1420	667	0	112	169	23	4756	2594	742	1432	22	159	0	44	546	22	233	269	220	925	2233	471	392	766	77	1532	1002	2000	74857	20227	0.159	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000131.spe	838.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	87286	1.56	195	1565	38	52	29	963	13364	2614	22	9991	425	870	3086	243398	781	891	1511	609	143	174	69	7	4478	2734	978	1123	5	97	36	8	472	66	267	256	205	1056	2137	377	360	594	0	1602	1089	2135	75872	20617	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000132.spe	840.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	87045	1.60	244	1495	12	55	25	916	13489	2327	50	9980	373	856	2842	242333	739	923	1476	597	50	24	157	59	4902	2619	917	1434	0	59	95	17	484	65	233	248	225	1041	2147	468	274	704	0	1601	926	1879	75445	20073	0.159	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000133.spe	842.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	86425	1.59	192	1519	0	55	0	886	13540	2391	0	9685	517	828	2785	238164	788	891	1525	597	0	184	66	34	4884	2749	738	1040	54	32	63	33	451	101	214	216	180	960	2189	380	402	727	0	1438	993	2141	75445	20337	0.159	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000134.spe	844.01	6.26	1	0.010265	-0.008803	0.010128	0.075074	84620	1.50	247	1585	27	55	47	974	13519	2268	0	10320	391	825	2556	227726	834	832	1555	620	72	125	99	0	5091	2744	886	1421	9	96	39	64	573	59	279	275	182	961	2117	485	506	382	0	1226	1006	2279	75634	20916	0.159	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000135.spe	846.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	86394	1.61	259	1606	27	58	0	874	13889	2232	15	10164	518	890	2708	236113	799	859	1506	653	0	181	149	0	5290	2957	874	1347	55	170	0	33	493	68	271	163	196	921	2207	187	426	869	0	1450	883	2026	76124	21064	0.159	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000136.spe	848.01	6.26	1	0.010265	-0.008803	0.010128	0.075074	87083	1.61	220	1535	0	50	22	908	14019	2252	32	9780	334	789	2687	238506	752	1016	1433	655	96	85	122	0	5105	2639	940	1050	14	0	108	53	564	145	236	242	199	876	2142	359	360	752	0	1550	1023	2046	77639	21145	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000137.spe	850.01	6.26	1	0.010265	-0.008803	0.010128	0.075074	86725	1.55	221	1454	50	62	27	948	13866	2315	9	9681	426	871	2825	235637	868	937	1583	602	185	178	71	38	4849	2769	950	1028	37	152	6	17	344	56	305	253	209	1106	2284	297	111	702	0	1344	941	2425	77421	20629	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000138.spe	852.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	85473	1.70	259	1565	45	69	28	918	13332	2325	0	9747	456	694	2652	233671	780	831	1511	560	13	34	157	116	4959	2616	815	1297	22	104	0	23	443	29	239	285	210	1016	2105	378	407	831	0	1405	1049	2219	75516	20450	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000139.spe	854.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	85823	1.64	279	1695	28	66	44	918	13959	2288	23	10422	368	760	2607	234480	777	962	1550	644	127	187	0	70	5066	2741	842	1145	51	123	0	50	514	117	285	252	169	1022	2092	256	340	570	0	1478	1032	2236	74790	20788	0.159	
